Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Average,Mode,Median,,Standard Deviation
615,23-12-2023,CUST615,Female,61,Clothing,4,25,100,47.5,,,,35.73929035
678,23-12-2023,CUST678,Female,60,Electronics,3,300,900,315.75,,,,325.2140341
781,23-12-2023,CUST781,Male,35,Beauty,1,500,500,259,,,,206.2656055
34,24-12-2023,CUST034,Female,51,Clothing,3,50,150,63.5,,,,53.11705823
916,24-12-2023,CUST916,Female,32,Electronics,1,50,50,33.25,,,,20.00497985
757,25-12-2023,CUST757,Female,43,Electronics,4,300,1200,386.75,,,,443.2430687
25,26-12-2023,CUST025,Female,64,Beauty,1,50,50,41.25,,,,20.27188247
82,26-12-2023,CUST082,Female,32,Beauty,4,50,200,71.5,,,,72.69918758
472,26-12-2023,CUST472,Female,38,Beauty,3,300,900,310.25,,,,325.4929615
842,26-12-2023,CUST842,Female,47,Clothing,2,300,600,237.25,,,,213.2011503
879,26-12-2023,CUST879,Male,23,Clothing,1,30,30,21,,,,11.84271928
991,26-12-2023,CUST991,Female,34,Clothing,2,50,100,46.5,,,,34.69757736
62,27-12-2023,CUST062,Male,18,Beauty,2,50,100,42.5,,,,34.83061692
386,27-12-2023,CUST386,Female,54,Electronics,2,300,600,239,,,,213.1048744
429,28-12-2023,CUST429,Male,64,Electronics,2,25,50,35.25,,,,17.47531741
664,28-12-2023,CUST664,Female,44,Clothing,4,500,2000,637,,,,739.816658
989,28-12-2023,CUST989,Female,44,Electronics,1,25,25,23.75,,,,10.2246256
233,29-12-2023,CUST233,Female,51,Beauty,2,300,600,238.25,,,,213.1458109
520,29-12-2023,CUST520,Female,49,Electronics,4,25,100,44.5,,,,35.69204218
805,29-12-2023,CUST805,Female,30,Beauty,3,500,1500,508.25,,,,543.5376992
908,29-12-2023,CUST908,Male,46,Beauty,4,300,1200,387.5,,,,443.2068331
857,31-12-2023,CUST857,Male,60,Electronics,2,25,50,34.25,,,,17.37758524
211,01-01-2024,CUST211,Male,42,Beauty,3,500,1500,511.25,,,,543.3742488
650,01-01-2024,CUST650,Male,55,Electronics,1,30,30,29,,,,12.41974235
